,file_number,filename,blue,green,red
313,313,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/43989d5e-9119-40a8-962f-570d9f7d24c3.jpeg,120.38264479644593,130.5890506629936,170.85216261045852
314,314,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/b02f53b1-4f37-4070-a272-24b76112b179.jpeg,84.76140155728588,86.9440489432703,103.9642936596218
315,315,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/4a1bb88f-52ce-4fd6-982a-9d847e56b376.jpeg,140.38959997980334,148.34572272503502,187.96730664848968
316,316,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/78eb4b68-46df-476a-aa8e-5d4c19345861.jpeg,114.1272453037159,126.96332099273276,152.87734814205402
317,317,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/d52ab6d9-6d53-4228-96cc-9f5a73c761c9.jpeg,119.15945549510676,136.675935770774,173.29953977850386
318,318,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/de8b2028-6970-48ee-92fc-dcc98a6e1ee4.jpeg,148.98160852430303,169.21719457013575,203.96467668953437
319,319,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/e17cf053-47aa-4178-947e-61477c2b68d1.jpeg,135.8778498361971,154.8049074012168,187.52666811526376
320,320,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/9e1f31ea-bd07-4943-acb0-b5b5be62a294.jpeg,37.281526028941926,37.44127043788762,49.15824093215561
321,321,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/d7271e0b-5c93-441c-8bfc-5a31c676eb42.jpeg,118.45100883555321,123.71059324428704,152.30455341836063
322,322,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/523defb3-2b66-4ff0-9674-82c3ce97963a.jpeg,124.83546125777062,141.2428090158641,174.37695772938403
323,323,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/29da05d2-89f5-42fb-9fba-95642aceece3.jpeg,145.7973461010061,161.9354623756756,207.33732323107677
324,324,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/c80716be-aaf3-4b45-ba59-6bc7bb0e03da.jpeg,122.03338779462044,137.62405070950953,176.23956158663884
325,325,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/5bf29422-d675-4e7f-a55b-deda20a63aa0.jpeg,169.5028999205207,186.04771980323503,218.59491332459777
326,326,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/8b1c7883-67d3-4b13-b7b8-37e5088edb63.jpeg,149.17682479071817,169.23538981212647,201.30612198786673
327,327,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/94545fb8-d616-4d66-9ce2-3b1d9bc91686.jpeg,132.47904574394641,139.71888823544452,167.69659157738627
328,328,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/bde56c4a-699c-4750-bf93-4acea7a1dd50.jpeg,131.71599538594637,143.75292704027683,171.1314716908584
329,329,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/23026bcf-eea2-4b51-89cc-5fbc26123bd3.jpeg,127.98044619258182,143.89927471784145,177.54908494193984
330,330,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/732798aa-9016-4de8-b832-c8fa1e60fe74.jpeg,139.70765518077334,155.5232123769959,190.48109621042656
331,331,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/323169fe-788b-44eb-bca7-dbbb711c710c.jpeg,113.79928885561898,131.0127725273697,169.49031533639
332,332,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/95d15c4c-60ce-4064-9c08-3a20f50a0d27.jpeg,131.60286300475613,153.09889956168982,194.01162609966116
333,333,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/2fccc971-4f44-4948-845c-81671865b50c.jpeg,141.77125404719783,154.58059347775293,191.6978537334357
334,334,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/0824a234-e9b6-4fd1-98e7-3a378570ea0c.jpeg,92.14043121541691,110.51666059565315,142.83035853671228
335,335,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/d7dc2fc5-0e70-4b5a-aeb5-bc262235d737.jpeg,161.15173403548724,178.6103045829775,210.11573678717147
336,336,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/5b4d12b9-1aec-4a3e-b170-a647be4f5cc7.jpeg,133.06241706644892,159.34934163519443,202.9331938348474
337,337,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/88d10d63-00b0-422f-a52a-c78dafe4c3b2.jpeg,159.0055385916908,170.51120276004283,200.49388639938667
338,338,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/537e6d77-e0c8-4852-b33b-e59b8efe82f8.jpeg,147.59215649393397,166.9058403084736,201.2622401956174
339,339,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/877e9f4e-9f04-4712-96ad-df005b18bb27.jpeg,133.11532442992254,156.1919022921198,188.52664626165006
340,340,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/dfa4570c-1801-4685-9b4e-bbde2a808526.jpeg,88.9745957918051,92.10868217054264,111.53922480620155
341,341,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/cb2fe03f-b463-45da-a5df-0f7b9314f47f.jpeg,106.52042050220601,119.57113132523558,158.21270221689633
342,342,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/0fd57408-f2f1-416e-a334-38ed13373125.jpeg,144.7273968115309,164.75113743903327,194.53065625682464
343,343,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/3cb7c873-9d6a-46a9-af58-871da6ffd496.jpeg,153.42537905063918,169.83059161629174,202.67030026756515
344,344,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/f423603d-9077-49db-abce-c00f2dfa7312.jpeg,135.0749045260332,151.4813778500397,180.25004726434
345,345,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/1f66e652-5280-4fce-a794-3a6ed3d7dc04.jpeg,147.56551236059252,160.5540913195207,196.53771627986433
346,346,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/8c3a3e18-e8ab-4be1-be8a-19f2f9b1cd4a.jpeg,100.27836848336037,118.44832726794405,148.75711404393388
347,347,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/4f46b486-b99d-46b2-92eb-e7fa10a2282e.jpeg,117.53713567463971,129.44397291982975,160.11287552579833
348,348,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/670e7aee-ffc6-4a5c-a201-c8174ce0efea.jpeg,140.79078109285953,148.30663761314113,175.18434461951057
349,349,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/95e3ac96-8c09-4dde-9737-6645abb73021.jpeg,132.50354073102218,143.0374762409379,181.83857294242318
350,350,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/4d3e9dac-6a1e-4cb9-bac4-02f0631dea89.jpeg,125.8269622833843,142.8567278287462,175.80968399592254
351,351,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/6f1c6e72-3364-4266-8cf7-55ae2f6e02fd.jpeg,100.49344464418489,122.03039087426706,154.9817598283278
352,352,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/3ef2a8ff-83c5-4fb6-8de7-d4d50d481c3d.jpeg,126.20009880841754,150.71360850693424,188.7983249620646
353,353,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/6e75fd71-d443-48c3-bce8-18bc05cd46e2.jpeg,125.19391862749796,136.11094071979682,165.66811233047395
354,354,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/23ca414a-23d5-490a-9475-ed7ad5d97596.jpeg,146.02615934405424,167.9651069585692,210.59999499023095
355,355,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/1bb0c8dc-ae22-4f46-af67-2009d867b313.jpeg,135.85369481495775,154.17368966931184,188.13865103676724
356,356,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/b31a8eef-ff10-494a-9086-328dc93713c3.jpeg,158.90483793178,179.473831262785,214.7612133912089
357,357,/Users/yukahirose/Documents/lab/SCI23/sci23/data/images/face_masked/f556be7a-0763-4663-826f-2a2ad421ed39.jpeg,155.7397219414387,175.01171557823918,211.48484597411635
